Unnamed: 0	description	S210421121682	S210421121683	S210421121684	S210421121688	S210421121689	S210421121690	S210421121694	S210421121695	S210421121696	S210421121697	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702
EC:1.1.1.1	Alcohol dehydrogenase	65463.1709632005	78089.11214963067	142772.05741040473	61213.09831375873	110391.8139660896	70035.27797439386	40686.57508824016	123334.39621977023	40268.64593701812	23394.432024391223	7831.603487718509	12271.190965737887	11791.707993894346	43924.38942614856	2246.401841453343
EC:1.1.1.10	L-xylulose reductase	0.052621390825155	0.0377967706773115	0.0319543917654286	0.0148902062963502	0.0852224642261074	0.0218003412134487	4.49230359964613	0.0053619613314696	0.0283978599071266	0.0021258223153904	0.1669830517934886	0.5451497201080524	0.106032588314405	8.6169147702152e-05	0.0
EC:1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	134902.79875961214	148193.6698257728	227100.8627962488	107254.04195322451	194056.33252496395	116946.56165042166	68315.26531671236	189496.3231098557	75668.59517124048	36904.98817054532	13835.013745326178	25928.636943658403	25597.8050056704	83927.92681189366	4059.0888118309113
EC:1.1.1.101	Acylglycerone-phosphate reductase	3.5121722332083545e-29	1.557751741153363e-28	3.745899678317884e-29	7.339385736379114e-28	3.6727764341757446e-28	4.454914684374598e-28	4.7213015075891245e-28	1.0159243861500707e-28	9.528527662639942e-29	1.35709815391554e-28	6.554802724009177e-29	6.788530169118704e-29	1.061373023059875e-28	4.83836679898608e-28	0.0
EC:1.1.1.102	3-dehydrosphinganine reductase	0.2172907879862783	0.7320749656182767	0.1017164568980822	1.977387580451348	0.9799486033796352	1.6549076061289398	7.553345775745376	0.7858251904422981	0.589059068931373	0.5676281273814325	0.4888620365560793	0.8852514119581234	2.9222400642018225	11.470522133364703	0.0804271855281749
EC:1.1.1.103	L-threonine 3-dehydrogenase	11249.665139990817	6321.001258184569	7762.060304735253	7571.357672587068	3709.390535969973	4128.045879920404	4904.120549914626	10491.579318755135	6594.1778223302335	3401.448742487877	368.55922879010336	1240.0145852249077	1208.9422603294388	1428.6762482883234	315.997065033646
EC:1.1.1.105	All-trans-retinol dehydrogenase (NAD(+))	0.0	7.744959133888674e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2103696995896241
EC:1.1.1.107	Pyridoxal 4-dehydrogenase	57.32842461507236	347.4483769313203	303.6333150865251	859.0435879844874	389.8513226893777	524.6608535734268	729.5224663978727	262.1407438053925	292.9143350261451	115.12959923230602	17.898813287476575	290.77773296173586	184.7287741555904	113.41666264971042	8.511116432949931
EC:1.1.1.108	Carnitine 3-dehydrogenase	1216.227359275784	647.6726560188007	312.5870765978855	427.941574641268	306.2149228998254	303.0836312012784	343.33931708441355	1897.435169792227	620.459790481371	207.58331050074656	39.11615906718259	185.7319114269566	173.02864142885167	149.41077918123165	59.79864903865534
EC:1.1.1.11	D-arabinitol 4-dehydrogenase	4.000289037365627	13.331311546180686	14.25034385556864	37.50562644485497	221.17318998604867	72.00376949936769	383.253733301436	61.00096646817576	171.5009268342563	76.00122997881033	30.330582558643485	658.0005802400046	50.67101129637722	327.00377497480366	0.0002864041503155
EC:1.1.1.116	D-arabinose 1-dehydrogenase (NAD(+))	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81853156495756e-07
EC:1.1.1.122	D-threo-aldose 1-dehydrogenase	202.15560960121448	1009.4536846273946	456.88199561190913	1006.772954719667	506.5231264815927	569.2540418679353	1774.249419735881	544.9931250559507	1032.0230817434438	725.9342316185415	149.94776352985792	264.41852403902163	163.9986754848565	292.9262362316168	91.08890267623674
EC:1.1.1.125	2-deoxy-D-gluconate 3-dehydrogenase	9439.545010473972	13050.071861032377	7344.127559784034	14581.84937386031	6331.722472195254	6324.679631842573	15642.324148656173	16026.418326251376	8744.274420754507	6097.148743083813	1186.513309430925	3904.745025658659	4703.911818558467	2672.3083693248827	513.7554281901955
EC:1.1.1.130	3-dehydro-L-gulonate 2-dehydrogenase	2292.038854997747	1756.7585005104925	1147.5403674263723	3310.2771090306287	1534.319176517156	1451.2091299016552	2269.7895296366064	2763.497487727174	973.092912166872	709.282243150844	250.5284482137751	734.9769380084082	1056.450617811574	542.7604591065387	127.0014592891493
EC:1.1.1.132	GDP-mannose 6-dehydrogenase	274.9020307398029	58.080753914896206	1230.2316720412728	2815.521567296362	1976.505508438012	1007.4454766039609	234.46321344317167	356.92544267520685	48.62967959632848	309.56186621912883	103.11254377476187	365.64524166020686	122.89347426762588	77.36294723627356	4.899786746723622
EC:1.1.1.133	dTDP-4-dehydrorhamnose reductase	48057.52266228081	39837.74184986144	121886.77522417504	34832.89682757355	89283.11126476085	45653.805673915806	17137.66188643878	58347.21994870711	28606.29714276691	10802.120997057851	5890.457211952803	6749.680943978657	5197.240081742146	43753.90285032746	1363.8761256063403
EC:1.1.1.136	UDP-N-acetylglucosamine 6-dehydrogenase	2543.567664285274	3726.959356774254	1782.2207875601664	2461.252067719838	1123.5438772533284	1332.3243085703225	2486.6417163528367	3876.6300614083166	1953.9342384979464	2092.684664851617	199.00487696766447	497.040528551982	433.99444842778246	618.6154159370458	245.39901831637263
EC:1.1.1.137	Ribitol-5-phosphate 2-dehydrogenase	3176.9660184043923	3403.1354483225628	1111.9810543487995	6485.530111833165	56255.4939421525	25958.61503321206	1136.864388518241	6431.776108238357	610.2522317722016	1341.4848456823588	3428.296445338073	329.2162863744502	320.81233128369325	26840.35915437709	110.35535735414456
EC:1.1.1.14	L-iditol 2-dehydrogenase	58218.292506771206	59292.34619902779	46280.50802720805	51681.00396290872	29755.493036301807	31439.59823034219	52732.638937081065	64152.606662909646	44468.112015805455	27765.247572306063	4016.074515389477	12100.401970480469	10136.688547920809	8880.87401270518	2224.3554522330764
EC:1.1.1.140	Sorbitol-6-phosphate 2-dehydrogenase	2481.574584812008	10234.218581073485	3694.3249736738567	8066.406946320429	6026.729919488189	5644.985502940106	9384.381498395727	7196.039088176673	5853.340216368157	4857.19854144985	973.6455719087216	1181.2762712622246	1100.3388707748786	1891.369526326643	297.88505711367435
EC:1.1.1.141	15-hydroxyprostaglandin dehydrogenase (NAD(+))	31.244471961133	0.0669199816119718	0.0565782563180026	0.0263645108518046	10.00020274262341	4.16156584221884	57.42964152887416	3.6743527791298334	14.022555723149342	4.584837621162597	0.2956591999774994	49.52461957699591	0.1877406712589678	41.68792281100556	6.642556796551126
EC:1.1.1.144	Perillyl-alcohol dehydrogenase	0.0569462722951609	0.252574700829113	0.0607338192636377	1.1900035142527965	0.5958840850001975	0.7225632743397259	0.7654853156149042	0.1648917299434529	0.1546168480103664	0.2200752923176001	0.1062757249621649	0.1100857634009032	0.1720900744061113	0.7844644009066521	0.0
EC:1.1.1.145	3-beta-hydroxy-Delta(5)-steroid dehydrogenase	0.0	1.1396211628035581e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase	40811.50957654073	38940.50573921284	27010.202114336025	29775.688619405573	70879.13642581737	36307.2808002635	17636.907870820512	53930.74093817113	16716.045908677876	9364.492587665378	5450.450638459973	6885.494963380455	11077.638037311644	37291.308937381255	1136.6974047223707
