Unnamed: 0	description	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681	S210421121691	S210421121692	S210421121693	S210421121707	S210421121708	S210421121709	S210421121710
K00001	E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]	77948.04283192815	30068.342273926064	86070.8313331565	55572.93676502151	54718.83621658535	39801.21407291393	9050.850189512528	12252.646450995824	12922.20421612903	4891.194062593365	7680.868101059895	926.8224699266054
K00002	AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	100.61081795077249	30.944142263687112	41.68848026860209	225.22686066605576	26.17478481318417	2422.005446776931	754.6511712091107	819.9182234301472	1587.8432135357527	181.0417694623565	436.3285277392995	45.59678823833106
K00003	E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]	16470.150462896105	9917.712810592768	20781.970491839027	40933.601077183295	10114.646548816916	68872.99020056138	48170.88377361836	127860.33073227436	28626.55732277139	4994.518222418374	14328.795205781782	1712.25015919801
K00004	BDH, butB; (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]	174.83130601836882	639.2230771495928	356.9706783650304	3449.314561291362	720.374299620439	15370.697069057864	8434.419735680985	7541.679411373474	10229.184949033965	1644.9682679054322	2901.86952213707	125.51481951112967
K00005	gldA; glycerol dehydrogenase [EC:1.1.1.6]	3918.228231529594	3294.9937863617674	3453.015526055449	27041.241206810544	3611.905993448396	38352.04607261108	25561.49772007936	66717.79641364388	16127.943099813016	2408.094992366616	5609.160201464937	757.2203828943905
K00007	dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]	5.091338547024734	0.000244921318002	6.25017069509015	24.50252618666593	5.001611387467239	31.25936112852008	29.50450285562952	74.25734090923629	153.0043543560049	76.75050576046854	38.25267384838944	33.67041332890665
K00008	SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]	33960.90684394979	8554.749326012294	47690.80259445824	74933.7149179261	15055.848295220809	114104.44536095462	35281.600479673914	42715.28552284304	48656.43482600081	8113.286631884318	19274.57763546247	2197.86783428318
K00009	mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	2736.795748486993	4041.029770866297	4758.600919841513	18294.843271818398	3639.861567867199	14328.864735750863	12368.535245682817	33375.95427439209	5155.694413018378	842.2798147394484	570.3109183834347	55.514210770571694
K00010	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	18345.142798784065	2110.5697008312427	14877.523546063372	14195.750650762086	3144.704642363835	24478.079944139557	17331.660212776347	11517.251755593974	30448.99216728728	3499.46100178629	10654.90924060989	831.5091667930061
K00011	AKR1B; aldehyde reductase [EC:1.1.1.21]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0813912674417328
K00012	UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]	152302.3676009877	46224.95730058386	193881.69638276787	75512.29355815986	99077.74392592262	58688.20054169335	19369.073505624896	47225.21145421882	18493.832836245165	5870.163314684345	13299.532684451731	1566.2626753559955
K00013	hisD; histidinol dehydrogenase [EC:1.1.1.23]	76492.86763866156	22045.66087341251	96202.10151973806	58753.78844787346	50740.04314338144	68268.94018988928	25179.84305286877	53918.30044982489	27261.62472752107	6581.198350616116	12627.577017475263	1549.0407647168345
K00014	aroE; shikimate dehydrogenase [EC:1.1.1.25]	95042.26832342248	25255.933541402424	110901.39082807944	77816.73808412702	56916.80398328691	90722.27037595132	41897.16968289406	104142.52761878369	33238.39325438319	7435.983757111553	16130.19198606676	2009.4588514130344
K00015	gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]	98.4718939979836	50.71065780933495	102.57380031156276	683.005709617325	78.1975550612805	1324.7667382260497	273.6127648449986	358.57531291783295	1463.3597823344137	296.39666490844587	759.0883911626207	90.81928014891317
K00016	LDH, ldh; L-lactate dehydrogenase [EC:1.1.1.27]	9487.269561246849	16415.888250503434	15012.701035815437	54869.50329648188	13866.102306480105	57657.43632260096	39622.87593740653	100437.4068360817	26035.14279296543	4026.6938185178383	13044.242624336604	1707.1823575061662
K00018	hprA; glycerate dehydrogenase [EC:1.1.1.29]	65366.39830590779	20577.40669121817	85532.45261396302	48185.63103766882	47446.712915859855	48440.65870982088	18694.227508046257	46195.56473556464	25529.79013481135	4519.512452616736	11751.371644277404	1461.2721856908545
K00019	E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]	65.76274573606679	116.94935981412304	350.79888085596485	1434.269800391091	160.1430240956173	1402.020486784083	601.2503035213883	1190.0544147055364	912.0626765557008	433.24410098711655	1706.4472361835246	88.09712728106507
K00020	mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	12430.438763714432	2971.770438324866	2074.328482723105	8261.377214541411	2165.811750431864	19087.54006212628	15419.406102098776	41419.01795858515	11680.483000980366	1593.9556561198065	8795.698694118535	1241.4433173203015
K00021	HMGCR; hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]	0.0233155804600318	0.2240642154216842	0.1792059934041849	2.5837315827238507	1.167167861789383	3.5581600071121247	2.864930117635565	2.613622152581303	7.561312473361596	6.173818714139026	1.2477630848095351	1.2110802856821192
K00022	HADH; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	0.0061215139961698	0.0136537472671771	0.0061215139961698	0.1761635694453313	0.120578710875172	0.7512583966822066	0.3461804334788706	0.5576749633341945	0.3400589194827009	0.0207199393491756	0.2044157420655142	0.0291968507060115
K00023	phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]	128.4809848927981	5.714412387701186	200.00899881382716	2037.113704626761	53.37089765184342	937.236627331554	150.08224246333197	282.9329573232035	719.4776900007471	359.9489623406594	304.3468180831285	61.74859356560154
K00024	mdh; malate dehydrogenase [EC:1.1.1.37]	143047.76560822927	37115.61423239335	163732.76656240656	59161.34935755687	91601.05839282612	27429.87163856573	1214.396017199705	2570.515904998313	3501.098391707792	5099.438958527094	3759.538111593257	369.2971808585638
K00027	ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	12196.14026450888	10866.5515769434	21611.48522342801	48006.16805082105	12098.630330179813	62452.80283089456	27730.406730348237	60828.53506592551	26903.34804739528	4843.542044884479	13325.023666241888	1484.2809961633905
K00028	E1.1.1.39; malate dehydrogenase (decarboxylating) [EC:1.1.1.39]	1.3649317135981157e-12	3.044415591646826e-12	1.3649317135981157e-12	3.9279701535767986e-11	2.688578455612091e-11	1.6751026157581484e-10	7.718885435500125e-11	1.2434640250937567e-10	7.582392264140314e-11	4.619984915368107e-12	4.557917032918481e-11	6.510106403539984e-12
K00029	E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]	105518.43531011524	22662.78866004528	94761.04654726766	36986.314553002274	54894.88837890979	20693.978635965123	723.8384447062609	1523.4790625249204	2314.646117869382	3320.2023973260643	2265.2858833602286	387.05924699460246
K00030	IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]	490.78889761788906	456.03223456733394	330.37861284371104	3001.8975040966498	512.3882032776755	7614.497111132476	6029.849792620776	6666.009313585735	5929.149026094976	1196.9730948025365	3799.855578658694	559.9047910809203
K00031	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	43431.651502625806	13963.188092011374	70425.2261166302	29770.188969560262	32312.78874273974	51268.72232567748	18865.99767637232	47233.42415518318	19223.755650815663	3495.3501545123963	7990.890850955752	965.9237602244784
K00032	E1.1.1.43; phosphogluconate 2-dehydrogenase [EC:1.1.1.43]	5.798246150165553e-12	1.2932713635348682e-11	18.0300000000058	4.100000000166861	6.010000000114211	11.750000000711584	28.6900000003279	14.750000000528225	24.590004010923742	1.9625750858070645e-11	12.84000000019362	11.750000012098289
K00033	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	49837.0015563822	22587.45366637597	73325.04681131564	41610.20977599128	43301.118649851545	17032.22354959001	6637.960487248247	10485.001145397768	7275.176891168601	2931.0970717345745	4340.901397040918	324.40848519934536
