Unnamed: 0	description	S210421121682	S210421121683	S210421121684	S210421121685	S210421121686	S210421121687	S210421121694	S210421121695	S210421121696	S210421121697	S210421121703	S210421121704	S210421121705	S210421121706
K00001	E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]	24045.09795493985	36654.77377391298	98683.30188627345	46904.90121730404	17915.211086760868	36587.55964527046	18894.02849208725	51662.85895750605	24320.848683920827	10177.645170714002	8917.806146694544	3046.649958182527	80055.37679148949	76620.91548767089
K00002	AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	406.6996200149988	1134.5382038761854	605.0266712023185	1429.63380705778	366.0123877455381	556.746927384466	1377.2814629502818	956.777991350358	1064.6997135126337	689.7863422382109	568.1680762961479	13.398756713342184	3405.630893967358	3033.2027824243905
K00003	E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]	38909.91911589532	46757.42438664152	47033.52630070923	44173.003008475294	10485.143738363098	26258.671486220483	21326.32613754585	54444.27892987571	17050.359142900754	10447.410281822453	10213.480300529936	1916.778715006817	47545.781760773214	78477.7082905036
K00004	BDH, butB; (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]	3358.9379204243987	9411.67557850889	5484.5781112107725	7968.964119123799	2623.868178596188	4041.4123699825423	14496.791123258949	9039.705893619845	7916.084865297565	5456.293657383676	5060.793620029912	208.1856677884448	8266.649358049617	28046.684723129794
K00005	gldA; glycerol dehydrogenase [EC:1.1.1.6]	16590.41999870786	22886.201299718407	9558.938958360812	32378.6257931108	5795.371111855287	9501.793594490313	9344.46454300967	27237.381795534493	9393.69448659864	6229.1343182124165	4687.838461865172	325.09320325775354	25215.00121504888	39383.630778915496
K00007	dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]	4.000289037179707	13.33131154549295	14.250343855370348	3.500961467976683	7.827929214871768e-05	0.001365425445694	383.25373329932455	61.00096646808655	171.50092683422326	76.00122997839615	228.0014162065384	2.5554609536353357e-05	24.87105073264219	167.2524831578708
K00008	SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]	58218.12791316574	59292.28621562384	46280.48963687269	85258.73982050331	22363.455774531903	22075.53901558894	52732.5980723863	64152.5270478552	44468.03700772043	27765.211491410268	18802.551356833468	1235.43789207069	132481.87644692603	114038.45615148464
K00009	mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	5005.219261048624	16398.955085540285	17704.669117522637	9956.197729724638	2487.826765547284	14334.754055331714	7853.215586811606	15592.061628110385	4847.521821860922	4629.876449749047	4724.269747620192	1169.7292347402768	8738.548840811713	18423.98305958715
K00010	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	10252.809475346305	18177.322710973203	23117.889763320185	20704.330657521557	5345.385458037594	7141.002827359818	23900.83062209979	20199.15953973805	13210.11687118142	7524.053326647576	6266.501171700937	640.9998077658034	33529.91730756842	61080.23821141735
K00011	AKR1B; aldehyde reductase [EC:1.1.1.21]	0.0	1.0338451899112782e-21	0.0	0.0	0.0	0.0	0.0	9.814857234239836	0.0	0.0	0.0	0.0	273.1949485814678	50.23564502694587
K00012	UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]	40940.950584604034	48849.52121141157	154410.57729989957	55753.09084921124	22289.87729864785	36349.21875052509	16740.211218929795	67130.48672033676	28467.12421666997	10659.294599618108	7733.472165038447	2906.384870027675	160952.95577617502	82017.73822131852
K00013	hisD; histidinol dehydrogenase [EC:1.1.1.23]	47478.72670294963	44364.09688336318	72513.46030064728	67141.9701311004	18435.15577340153	15070.240452121048	18947.525717619435	59648.49918667491	27130.722101620027	11951.002349361668	6849.603500231141	899.727796281797	99730.96240565082	100891.67363421236
K00014	aroE; shikimate dehydrogenase [EC:1.1.1.25]	69304.16053691063	63923.109155236	103093.01504767303	78538.38825460545	22983.92584952533	20496.69171102818	22068.77287919679	79354.09354716146	34646.68740472879	14052.861773454764	8395.221063579596	1206.9369997295628	132422.39442083472	115798.76046303438
K00015	gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]	447.0223842021734	281.5100036829264	429.6862696453918	576.5830633862248	58.0344465496705	180.8105480175772	1216.111426125132	369.40921225632354	229.49674190947496	131.7587541242742	219.55582507065836	2.4488117109084038	16059.550365652038	373.9177622294495
K00016	LDH, ldh; L-lactate dehydrogenase [EC:1.1.1.27]	24644.13072063207	44977.458487117	57212.69267517876	46308.59988679945	11133.606625729122	36131.18718648228	23867.15032119629	55115.4973472032	13999.54302735452	12905.227028043222	12035.440308464604	3044.634988496537	58767.99243913276	70549.71983829506
K00018	hprA; glycerate dehydrogenase [EC:1.1.1.29]	44790.9667768641	32621.28046486992	77770.19015906341	46523.1513202105	15233.900807384169	11537.643350167657	10367.676947937982	53809.13589839592	20006.35798395131	8390.983411849033	3492.530397993637	679.5731613563905	137213.22044764867	78594.13818144795
K00019	E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]	1084.128987670544	553.2819307054247	962.1825595049896	1711.5425518378847	411.81033226388456	263.9634824570851	1557.2710273260825	1159.2165483903325	402.5807742419684	402.3114219771185	537.2433707182354	9.07187289281094	827.1115331954359	2337.9445513844994
K00020	mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	3259.0789613769093	4783.346541860676	7522.681912524875	10544.5493150824	2200.051275170063	2190.8760397436345	6373.695162295619	6197.978490340509	4401.232544538064	2741.282180088644	2718.0879577353367	152.2851663907599	39017.62178829464	23231.79669059247
K00021	HMGCR; hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]	0.2033288587165118	0.8551589858472044	0.1171150590649538	0.8553634776813176	0.0215405288758753	1.2989711633506724	12.293396865830918	39.65478749836056	137.8154333144283	484.9643426678916	1.6200793480014517	0.0	9.42970502059184	57.18642016871707
K00022	HADH; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	0.0211985757840607	0.0940219331315974	0.0226092950281575	0.0614597532446168	0.0056554726839235	0.1055142420339139	0.2849657486842875	0.0613186415697349	0.057511801337606	0.0819110081382694	0.0919046166757845	0.0	0.0522847819843352	0.1770463871620431
K00023	phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]	389.0832099808737	135.88110077273222	168.31442851775316	259.4848077564438	30.152017189040507	101.21572157690004	981.1658781607204	314.2885203074226	297.2944654290195	237.90295284320285	340.92878530178467	2.122000514198512	4715.812973768734	1828.408195933664
