Unnamed: 0	description	S210421121682	S210421121683	S210421121684	S210421121685	S210421121686	S210421121687	S210421121694	S210421121695	S210421121696	S210421121697	S210421121703	S210421121704	S210421121705	S210421121706
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	52122.08109142536	47217.55995010754	108529.9730848932	64829.20149644687	21490.26151512645	24766.43880904406	14780.43608953168	73422.471231061	29880.87959001581	12481.881056554836	6947.893245858911	1624.480761630541	115520.20232896012	93232.84661620576
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4-hydroxyphenylacetate degradation	20.409613606304948	64.9803988068918	78.40170931161623	29.106618034152092	0.3370526102153458	3.707164070433599	1282.949708777879	303.9846222566999	523.5153748657033	316.3809524944815	486.38647749905607	0.1742813236837485	276.78250969353235	1024.05354638906
AEROBACTINSYN-PWY	aerobactin biosynthesis	8.214692320439152	45.6415340963412	19.60332899190612	57.80280445937844	2.4866416226555565	21.45803202809425	86.69939833064363	60.382675258584754	60.37323738997158	62.935491829149726	83.52535366009243	6.722286893383729	48.84907845318648	100.83534521785856
ALL-CHORISMATE-PWY	superpathway of chorismate metabolism	235.88750702296787	778.9921330998089	462.8527572931234	1157.1272184306688	64.03003035405298	414.7171212948905	1158.454193234549	1096.4006799031106	1179.4591519179855	841.8225970649208	522.2365546372898	40.01845212168218	735.5839641809652	1556.341264683252
ANAEROFRUCAT-PWY	homolactic fermentation	46920.15755207391	50170.5309801633	108515.08683653727	65507.95894251012	20802.729599139755	26070.912552925514	20366.386951297274	73186.23201683648	27476.814846298923	14352.888573664684	9288.508248892607	1718.4186193062085	102635.95195012377	92586.85149831376
ANAGLYCOLYSIS-PWY	glycolysis III (from glucose)	67851.1623820227	68018.0118226284	138191.4845811727	88398.53362827972	27786.06489642611	33467.881912728415	29800.328060115247	94615.82168261523	41078.33959530471	19643.35184577292	12821.449236253908	2502.3417635236724	153647.398618102	136501.8215410005
ARG+POLYAMINE-SYN	superpathway of arginine and polyamine biosynthesis	14837.89123472527	18240.322749911003	27289.920105529676	23227.54055207236	5571.998486026625	8128.285401235592	12002.94612485592	22574.36312611031	11247.571770955085	6328.630686941952	4745.834393367167	451.57840504412144	14124.007276778428	41486.517366544496
ARGDEG-PWY	superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	8.315983717166583	41.01192947055832	16.47407016759274	50.78543371255332	2.2468930269106377	20.90061311466651	252.7123748180267	70.88166038407836	59.146408817535296	56.28382403904565	82.86411191549524	5.5792891157237285	83.71020757589405	97.20077266576187
ARGORNPROST-PWY	arginine, ornithine and proline interconversion	7451.057255297726	6772.562056460521	5539.81458737106	11177.063603332632	2487.946165376826	3822.90630334722	2718.3385371060317	13785.437697563157	3572.745396173518	3464.5945205369994	1128.117825976771	150.79378737778003	27020.190875950728	15661.562311243311
ARGSYN-PWY	L-arginine biosynthesis I (via L-ornithine)	44558.60433354378	45740.92344179362	57697.75937135064	55926.83638544697	14458.767045320885	18746.590836028467	19052.59249935074	57240.52846228807	22807.49412302788	11000.995212387292	7269.349117672552	1182.3782338864585	83263.67060501256	86788.71342756684
ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	43717.888723359545	44731.91769791439	50463.31942458554	53736.957675604775	12614.405744318225	17939.466343176784	18249.23255727277	55086.59418541379	21758.32643950551	10446.397752500332	6864.203099984787	1132.7561561962457	71951.90871808927	82929.18346557938
ARO-PWY	chorismate biosynthesis I	57879.73081950726	53137.5628286813	88136.35248122922	68799.02170417251	19744.15046083234	17888.506945460646	20525.498519986013	74581.94178490392	32098.206669801613	13779.06964581947	7656.85281393983	1024.717171516331	108014.97316070549	105301.14800142948
ASPASN-PWY	superpathway of L-aspartate and L-asparagine biosynthesis	44939.26602140078	36621.08331785258	111877.45361489108	61029.64414170344	20738.16918466776	20878.164554107447	11564.233083885978	66569.58452386419	25394.152450807454	10159.689850301544	5617.537435356381	1401.624327215039	120911.11538638025	87214.87850981882
AST-PWY	L-arginine degradation II (AST pathway)	15.871398866607066	75.33165950807846	47.19662626428616	79.32030410922553	3.305691562376739	28.5794334271386	456.1646368011388	111.68189086479082	137.220255012295	144.51399248399622	199.35369797121197	8.94922128257805	100.38980749481485	229.19274036934004
BIOTIN-BIOSYNTHESIS-PWY	biotin biosynthesis I	23947.04370545589	17443.283171610183	67890.56514472885	39342.70067878217	14521.063641738789	4892.940156300186	4421.959692662004	34061.764996359845	18930.30182705991	6177.91894305119	1513.4762693499267	319.73658330245263	88591.50388396099	63857.96669443906
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched amino acid biosynthesis	61989.324051453084	59077.44604718822	99776.08852833608	79691.24718006211	23454.529939148422	22863.17726288123	24478.30316871097	80562.2917738108	35241.58880866915	15751.70835039046	9452.973110795529	1343.107616393523	135648.5103638483	122502.69753025033
CALVIN-PWY	Calvin-Benson-Bassham cycle	66951.47205423395	59266.25610840524	128242.56932618449	83523.08555155559	26479.27769905229	27108.63730166132	29484.82308303046	88937.95645272086	40016.40007298778	19089.07026564408	10975.803577749102	1618.784503633237	174496.5962446007	119299.81654571542
CATECHOL-ORTHO-CLEAVAGE-PWY	catechol degradation to &beta;-ketoadipate	13.084538241575354	48.52825706238984	50.68143743363824	15.919032297655956	0.0372012803260379	1.5320664914874456	872.4397664993602	174.09877615407558	372.7942959750657	373.7963590121403	379.05660588152944	0.0	46.07801452205446	508.1049208349971
CENTBENZCOA-PWY	benzoyl-CoA degradation II (anaerobic)	6.507470491333681	2.0939123501335617	29.98744571051955	13.415777281862228	0.1085094841707152	1.458942664919872	14.656768549031025	2.761654286015041	0.84506669896566	7.610469540634089	1.21310116266546	0.0	59.40904848854581	2.4334488733634347
CENTFERM-PWY	pyruvate fermentation to butanoate	5959.419017964015	5197.158191396256	4644.371391516136	13620.589598925855	2889.432299039459	3352.856600891717	4293.931487990512	11151.699670289108	4480.48071367363	2319.268660489688	2559.509505100213	169.6043721224965	13403.158681339071	13722.544940769509
CHLOROPHYLL-SYN	chlorophyllide a biosynthesis I (aerobic, light-dependent)	27.687539467728254	25.639100665285756	52.80717767629107	20.09709531628059	0.5885248480442632	19.456092756916973	323.32015972166454	41.584813298829125	25.21746370261328	19.168044419557607	71.96658444546243	0.0	225.356814420417	97.97969347368478
COA-PWY	coenzyme A biosynthesis I	49894.28291339015	51614.753781210056	116579.2443819664	67915.18963151857	22543.9947076296	27599.551987334653	20255.341637063677	76056.75810487232	32899.92815781644	14559.334143185495	8819.484400325411	2045.9829186966413	119179.95653810058	104524.53858757268
COBALSYN-PWY	adenosylcobalamin salvage from cobinamide I	22625.43716283418	26975.959207851844	62640.11214416119	32231.315527855884	9186.72053355064	10640.039703046656	14749.479882993686	33180.73322806632	17751.32214808864	8010.541432989985	5749.206146849977	559.1854761557207	67866.10888960051	47560.879427340784
CODH-PWY	reductive acetyl coenzyme A pathway	1159.0297882694472	1262.9077852042333	4544.210985789017	3220.3946455122964	487.5159046272946	280.01581832774343	1110.0907473144046	1950.6284998643264	559.5575849406749	375.35187871402167	408.1098387250433	6.136737695850821	4632.934541462177	5655.321732023608
COLANSYN-PWY	colanic acid building blocks biosynthesis	30068.786031606505	26439.437791864995	72967.73780173622	40820.685292230446	13675.088095889369	10289.578832395831	8836.132223373052	48999.23236229445	22177.128223824835	9481.262780961324	2533.154405101364	748.827442519707	43338.88682402798	70987.10824613093
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	60097.66541557122	55035.17301545214	91196.31763594926	71646.04831668275	20467.51087271967	18698.73919600775	21346.65656182857	77444.4599974695	32935.90830967798	14250.49557247624	7980.190090514034	1075.4543042573064	112831.72810349324	110125.46137905626
CRNFORCAT-PWY	creatinine degradation I	2.506635946140108	11.113133808340477	24.01669624863519	12.507269770114377	0.6688569276097319	12.454039852916418	217.9399637383301	22.20971494351694	35.89337974115624	34.89231720167923	44.87680301818451	0.0	78.72390377665097	49.72470242630158
DAPLYSINESYN-PWY	L-lysine biosynthesis I	45526.00885373662	48294.024247861926	58137.38186586424	56577.678433090754	14870.482660372429	23481.398653303437	22054.711455808443	64732.49696264951	22594.36162318202	12907.858134393042	8889.25456726663	1455.5072226804334	92903.60036869484	91906.3369522687
DENITRIFICATION-PWY	nitrate reduction I (denitrification)	16.403119739504188	33.33101422746761	282.6666773953084	24.938048250130137	17.78615415785912	17.010776294967062	126.42227103446648	41.18235093991761	19.62382744580127	69.4205621159617	38.77791490783838	1.1285698521119625	120.2815962818778	1093.176728733294
DENOVOPURINE2-PWY	superpathway of purine nucleotides de novo biosynthesis II	26086.13395667876	33694.39902730204	92375.3070554905	43619.48477263198	16183.63340552478	26776.002793303946	15401.639416836932	54480.99210738908	23348.829831846197	9157.504663333068	7354.097808115356	2218.650371012726	101205.1134334978	75931.77698336363
DHGLUCONATE-PYR-CAT-PWY	glucose degradation (oxidative)	0.0007170910242765	0.0031804978267276	10.591281631580776	0.0020789303080995	0.0001911273016624	0.0035669789521828	190.41636568418733	13.187308434642668	15.564172299450188	39.29504959961058	57.1975605360024	0.0	0.0017687037397273	98.18527445598268
DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	49165.28194451847	48372.39962532072	119652.07953342964	59866.21455465057	20583.435473467165	16884.230186462297	15571.08977766218	60564.54496115689	28931.7345300811	10724.513613012818	5592.146575035966	951.2154541717772	133848.9935398002	88435.1542527895
ECASYN-PWY	enterobacterial common antigen biosynthesis	37.31812454894517	159.03228007698655	54.59757510712353	169.28309832619297	7.512032611755959	80.88390761653537	453.0353643916343	248.74756583787808	368.112855076874	247.4432278295546	232.4603552112902	19.20387846069798	247.10665377412855	503.1594612111709
