Unnamed: 0	description	S210421121682	S210421121683	S210421121684	S210421121685	S210421121686	S210421121687	S210421121694	S210421121695	S210421121696	S210421121697	S210421121703	S210421121704	S210421121705	S210421121706
EC:1.1.1.1	Alcohol dehydrogenase	65463.11686083204	78089.10785405671	142772.12631425116	94967.87796579844	30844.42122832484	71749.68504556743	40686.5684563444	123334.44214232972	40268.62796904955	23394.42547026188	19633.434998456287	5733.191082043707	166061.07246627304	156521.01229160087
EC:1.1.1.10	L-xylulose reductase	0.0526212812278697	0.0377967003080449	0.0319543631593109	0.2673025345992246	0.0081630150132229	0.5974729700480806	4.4923035987465765	0.0053619538484656	0.0283978305193303	0.0021258160924878	1.783807558063249	0.0	5.983836424914757e-07	0.4508218414837293
EC:1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	134902.73219539155	148193.67249346513	227101.0604464375	165988.1842172817	50534.5282851013	73267.36494998763	68315.27378475445	189496.4108503171	75668.56576394275	36904.97217501059	26802.04220257193	4867.053965544588	314730.97076475853	254531.258280236
EC:1.1.1.101	Acylglycerone-phosphate reductase	3.5121697033910346e-29	1.557750805350542e-28	3.745896980146708e-29	1.0182621961138254e-28	9.369959577080066e-30	1.7481548190913075e-28	4.7212986345319925e-28	1.0159242647623484e-28	9.52852721347688e-29	1.3570975903661963e-28	1.5226712095118794e-28	0.0	8.662517194757094e-29	2.9332959129872596e-28
EC:1.1.1.102	3-dehydrosphinganine reductase	0.2172907493989669	0.7320748777550619	0.101716464693112	0.4253182581917049	0.0254432828117327	0.6514419244006118	7.553343491925519	0.7858249949869327	0.58905893853471	0.5676280639628651	1.8938834236393387	0.0	25.32754828157493	2.4218705656404724
EC:1.1.1.103	L-threonine 3-dehydrogenase	11249.623367565386	6320.990916552346	7762.055723260108	13241.800459455524	3357.1830111110758	3072.140875341771	4904.126005562219	10491.566234100646	6594.171562804153	3401.446801752607	1670.3366455751425	209.616858631936	22828.95874536221	11470.006676419524
EC:1.1.1.105	All-trans-retinol dehydrogenase (NAD(+))	0.0	7.744959133899923e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.107	Pyridoxal 4-dehydrogenase	57.328724711722565	347.44985670168194	303.63556704932824	266.64171806604685	73.00383533016529	192.48007979970225	729.5323677740851	262.1419809514265	292.9162053945864	115.13017649147405	115.09392263345288	32.19306249962734	86.16773745106053	1876.71910969515
EC:1.1.1.108	Carnitine 3-dehydrogenase	1216.2138710395675	647.666845633615	312.58509295979843	3888.2270947222014	660.741753732088	419.404266778588	343.3381146822707	1897.419255630688	620.4556582660507	207.58187335602523	183.75306900857385	21.97862772332379	438.35244200624817	1297.8560377863512
EC:1.1.1.11	D-arabinitol 4-dehydrogenase	4.000289037179707	13.33131154549295	14.250343855370348	3.500961467976683	7.827929214871768e-05	0.001365425445694	383.25373329932455	61.00096646808655	171.50092683422326	76.00122997839615	228.0014162065384	2.5554609536353357e-05	24.87105073264219	167.2524831578708
EC:1.1.1.122	D-threo-aldose 1-dehydrogenase	202.1551755766612	1009.4515151903328	456.8810306211692	508.746533300168	246.06387332819645	263.8480269360943	1774.2456692629314	544.9920545136561	1032.0208659821417	725.9327288417588	765.6908070339173	14.944519996508102	64.41642555262963	1936.6781177924488
EC:1.1.1.125	2-deoxy-D-gluconate 3-dehydrogenase	9439.553783945596	13050.074274325343	7344.155154985001	15110.051741287316	3328.927395549545	5973.779264232153	15642.312692161577	16026.46363938615	8744.267286264023	6097.143938640682	5330.548719041391	272.15161083271204	74594.96082544334	32420.791272905964
EC:1.1.1.130	3-dehydro-L-gulonate 2-dehydrogenase	2292.0406558828035	1756.7611219264786	1147.5446153249425	6355.632917136371	852.0137902083455	1466.7873230686353	2269.790839929461	2763.5020104457453	973.0937780938668	709.2829305700388	562.78415155106	39.56525559652312	38594.57463865625	8347.288171613727
EC:1.1.1.132	GDP-mannose 6-dehydrogenase	274.9020304379245	58.08075489167881	1230.251671888013	740.1288074663539	163.86486324130394	53.17983314605669	234.463211512458	356.92543916731523	48.629695754842935	309.56190001855083	88.27232580727032	0.9868176875083274	1124.148445427145	1505.4750625838228
EC:1.1.1.133	dTDP-4-dehydrorhamnose reductase	48057.51750553588	39837.74557925759	121886.7998400012	58573.23636938935	20530.42440522197	13564.621370989636	17137.660182992266	58347.20736580544	28606.290120936952	10802.115523557792	5591.287765401719	786.9225899704054	148845.86756083433	88521.52154532935
EC:1.1.1.136	UDP-N-acetylglucosamine 6-dehydrogenase	2543.567299020806	3726.964596650428	1782.2329531170783	4339.267432218911	955.177301676774	1642.9558536425884	2486.6444950371424	3876.6449025778415	1953.936075218688	2092.6863041653373	910.5090672200664	69.14659980324718	5196.822193185036	7505.602570625801
EC:1.1.1.137	Ribitol-5-phosphate 2-dehydrogenase	3176.945888305915	3403.133092554256	1111.9802425895227	1450.2525081415265	124.3741953380252	1868.7050223708743	1136.8638505268982	6431.737857926367	610.2507046316969	1341.4836939027166	1016.5579726027056	22.414660611852767	910.3836970298582	8678.362749640022
EC:1.1.1.14	L-iditol 2-dehydrogenase	58218.12791316574	59292.28621562384	46280.48963687269	85258.73982050331	22363.455774531903	22075.53901558894	52732.5980723863	64152.5270478552	44468.03700772043	27765.211491410268	18802.551356833468	1235.43789207069	132481.87644692603	114038.45615148464
EC:1.1.1.140	Sorbitol-6-phosphate 2-dehydrogenase	2481.579032679004	10234.225532833663	3694.325263363826	8071.428928392091	1792.8992361963583	3211.5371038630765	9384.373800790836	7196.069076710535	5853.337232217458	4857.197326232576	3912.173236586029	88.92093966022588	2718.1068374481047	19312.042007926208
EC:1.1.1.141	15-hydroxyprostaglandin dehydrogenase (NAD(+))	31.244471767080725	0.0669198570165589	0.0565782056681794	10.551646316693173	0.0144533859112733	5.409902063188738	57.42964152728141	3.674352765880472	14.022555671115486	4.584837610144363	3.1583990702423868	0.0	1129.234656473186	0.798222475597711
EC:1.1.1.144	Perillyl-alcohol dehydrogenase	0.0569462312481104	0.2525745490176485	0.0607337754938569	0.1651086557630853	0.0151919026165692	0.2834355639621389	0.7654848494966292	0.1648917098240311	0.1546168404727508	0.2200752009499588	0.2468780130631556	0.0	0.1404489705153203	0.4756998803738949
EC:1.1.1.145	3-beta-hydroxy-Delta(5)-steroid dehydrogenase	0.0	1.1396211628052149e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase	40811.462946138345	38940.47829459196	27010.249314275105	57263.05251299856	11362.382074402947	17990.2509744508	17636.90962918345	53930.78729004758	16716.02654502736	9364.48249352801	7000.122660979355	882.6728133882883	22979.876344440083	69145.95582161585
EC:1.1.1.159	7-alpha-hydroxysteroid dehydrogenase	8618.964598001403	4197.111707767731	2735.7897200133384	7762.367573507327	2158.3757268531854	2807.281676471704	1211.8210588466927	5412.013191420767	1697.8327397784656	937.9526771587056	368.59787055419326	139.83970761393994	3473.3175630132782	7881.748481466553
EC:1.1.1.163	Cyclopentanol dehydrogenase	105.22845210125998	0.6041075446911532	0.1967883660451057	35.94687161436772	0.0502374208301459	18.23825939993693	193.41261875909527	17.79122449324488	51.08537135168803	16.777845619920868	10.688036491237256	0.0	3800.78005313804	6.169312492138877
EC:1.1.1.169	2-dehydropantoate 2-reductase	26585.83268084408	30454.53555330236	37081.41341912467	40866.78393778001	8850.816207681957	17433.750317617385	13258.560263455794	53269.15176893	13922.221220970248	8598.118376929142	4655.034149904204	617.7607514351995	97038.67814025402	73596.1973109605
EC:1.1.1.17	Mannitol-1-phosphate 5-dehydrogenase	5005.219261048624	16398.955085540285	17704.669117522637	9956.197729724638	2487.826765547284	14334.754055331714	7853.215586811606	15592.061628110385	4847.521821860922	4629.876449749047	4724.269747620192	1169.7292347402768	8738.548840811713	18423.98305958715
EC:1.1.1.173	L-rhamnose 1-dehydrogenase	0.0371179085987433	0.1665275311542562	0.4734291290221674	0.1076137155001833	0.0099025198816611	0.1847514678144223	17.575087275932297	0.5637775067939844	0.6490627811649773	1.7425329818808888	2.3309629637527154	0.0	0.0915486860329076	16.748316971598136
