Unnamed: 0	description	S210421121673	S210421121674	S210421121675	S210421121676	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681
K00001	E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]	77361.6229351443	205804.5085321645	76133.41022459937	158787.49047071606	77948.05029230162	30068.346585660853	86070.89296589515	55572.99212192399	54718.84071436916
K00002	AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	1473.85749703605	133.08614092306408	186.0412003695681	168.93055949092286	100.610800048714	30.944117029236317	41.68847896426953	225.2271175463354	26.174772571004432
K00003	E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]	49068.11585911033	46879.525406052766	18759.72470863688	50840.203720014135	16470.150936042577	9917.712828329291	20781.99107730524	40933.62466316551	10114.646954171094
K00004	BDH, butB; (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]	2931.533921489278	1633.098767016102	247.01541649839947	3137.4376594024693	174.8313075335285	639.2216553670386	356.9699613534948	3449.3077043820967	720.3730758958754
K00005	gldA; glycerol dehydrogenase [EC:1.1.1.6]	24417.30858183578	11481.221113133375	5428.955108009835	11753.564171522434	3918.2176046441136	3294.9841398563703	3453.0086130955237	27041.17443277968	3611.899976783973
K00007	dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]	9.330576380941078	38.25111256629552	19.421225979275988	157.11231773546083	5.091338546965293	0.0002449211854219	6.250170695030708	24.50252618495536	5.001611386296401
K00008	SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]	86193.01535280052	100884.83863633372	36576.17956477704	68766.14727605664	33960.889794784016	8554.737066862459	47690.75533568371	74933.61656717729	15055.841699215734
K00009	mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	3791.6767976226743	19554.97525837848	3223.365089447479	10411.409713530811	2736.7930380614143	4041.028540124548	4758.587972092198	18294.832488015305	3639.860662689505
K00010	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	40357.30792770311	51465.437216068494	17799.508897194817	50401.557341273634	18345.142116622257	2110.571312436881	14877.522628709195	14195.747404389294	3144.705061384985
K00012	UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]	164612.78348299564	423690.912758936	146050.37676763855	259252.9719418215	152302.3609082085	46224.95592249073	193881.6611867944	75512.28312595899	99077.7418247694
K00013	hisD; histidinol dehydrogenase [EC:1.1.1.23]	107540.74811285532	193126.9170887764	75274.0433684831	145066.22696374828	76492.86522339119	22045.658285057994	96202.12017427797	58753.78421090997	50740.041868159264
K00014	aroE; shikimate dehydrogenase [EC:1.1.1.25]	139477.58524759667	201924.69240976468	94486.18715787318	188876.26198078727	95042.26802063086	25255.9324462624	110901.40067229923	77816.74834832585	56916.80333155392
K00015	gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]	1412.6015608685288	599.6104867786341	124.5939393601826	5801.559438108668	98.47190307190286	50.71030172696611	102.57371779375092	683.0028324146215	78.19738637408526
K00016	LDH, ldh; L-lactate dehydrogenase [EC:1.1.1.27]	40867.98917461345	68680.02590283635	9982.33517193521	43644.43755209764	9487.260894468956	16415.88440054832	15012.67039518318	54869.46583794752	13866.099011820832
K00018	hprA; glycerate dehydrogenase [EC:1.1.1.29]	90290.43152697204	137085.37362706065	64013.32889618655	142851.2744709506	65366.40255881383	20577.40901734145	85532.48551875912	48185.6674841075	47446.71608797671
K00019	E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]	1594.8566801322988	1604.0353126140967	92.83737537886272	4665.340877384259	65.76273540356652	116.9493578076166	350.79897074597454	1434.270304896981	160.1430873193624
K00020	mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	14483.921018959594	19903.904144767737	13570.900845528002	24031.043058878728	12430.43874886963	2971.7697616636974	2074.3283034179444	8261.363495228663	2165.811483545001
K00021	HMGCR; hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]	0.3592856174231391	0.5734833334042757	0.0855402781350318	0.3615005274830339	0.0233155850238857	0.224064383177	0.1792060435669128	2.5837328706268488	1.1671681050882858
K00022	HADH; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	0.0117769786148738	0.066580296352737	0.0138857615878146	0.0949791520375288	0.0061215097399237	0.0136537377738216	0.0061215097399237	0.1761634469600272	0.1205786270376334
K00023	phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]	1435.0918657200127	379.4907107143493	150.68414272807644	5964.449976417597	128.48098454211026	5.714404278553392	200.0090458148804	2037.1139006454027	53.37089988182553
K00024	mdh; malate dehydrogenase [EC:1.1.1.37]	139269.1871687379	345234.728152417	137195.88391845452	267927.1131732572	143047.76561402652	37115.61418253026	163732.76655787832	59161.34896870517	91601.0584161928
K00027	ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	54280.22980968523	28833.83059146469	13409.388204478471	39183.46364032607	12196.135459023835	10866.548043409177	21611.48764606216	48006.149047815634	12098.627764975688
K00028	E1.1.1.39; malate dehydrogenase (decarboxylating) [EC:1.1.1.39]	2.6259467787212997e-12	1.484560008565938e-11	3.0961481806176025e-12	2.117777457994489e-11	1.36493062508936e-12	3.0444131637795597e-12	1.36493062508936e-12	3.9279670210904905e-11	2.6885763115186096e-11
K00029	E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]	86735.45145823556	205142.7579084844	102933.89091049464	188352.4607882621	105518.43531012254	22662.788660410344	94761.0465473759	36986.31455480072	54894.888379392665
K00030	IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]	3460.464963483892	5126.022555886595	734.8165075885789	6149.335476067987	490.78893970955033	456.03212816540497	330.378851418306	3001.9065939611205	512.3883290722795
K00031	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	68934.38570528178	139036.18282345004	43007.93925925196	54570.87039273296	43431.653781401175	13963.189218240948	70425.2582765349	29770.20041764761	32312.79037908852
K00032	E1.1.1.43; phosphogluconate 2-dehydrogenase [EC:1.1.1.43]	7.100000000011155	17.210000000063065	1.3700003467240425	8.996343824669455e-11	5.798241526167397e-12	1.2932703321739626e-11	18.0300000000058	4.10000000016686	6.010000000114211
K00033	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	60894.66238518152	172300.36861663824	46641.00612847673	96099.66540014817	49837.00117109239	22587.45315350525	73325.04646402273	41610.19742011203	43301.11802560616
K00034	gdh; glucose 1-dehydrogenase [EC:1.1.1.47]	5329.843704637677	943.1732661411652	1042.1453376380418	3788.969033588415	696.2314052777742	639.7225631057811	495.5564571795022	6863.555641747834	572.3331435220593
K00035	gal; D-galactose 1-dehydrogenase [EC:1.1.1.48]	0.0	11.412080995230122	0.0	0.0	1.8	0.0	3.4	0.0	0.0
K00036	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	58646.39859289931	174140.0723808483	47134.658686231785	97695.02057548011	50320.329786925024	23113.060210906468	76216.37809134599	37118.22384318795	45218.392815727566
K00038	E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]	3.519589395315724	152.07424175310885	2.0946023729286245	8.641232215176903	1.0142901283992107	0.010488607960259	40.78486203104627	222.0233916123612	83.4406724525669
K00039	rbtD; ribitol 2-dehydrogenase [EC:1.1.1.56]	0.0004329842441343	2.6003018834463165	0.0010569060007995	8.470065912663367e-05	1.8012640113559732	7.867303623845218e-05	3.400096159421388	0.0003812157538082	0.0001432188313327
K00040	uxuB; fructuronate reductase [EC:1.1.1.57]	23783.20528849012	6482.463404839576	6132.61071948327	6979.459732672504	6023.070893371282	1558.086834616428	5872.7170459895	6963.847923423646	2950.979720474731
K00041	uxaB; tagaturonate reductase [EC:1.1.1.58]	59674.15522311291	84341.68539518403	44179.72715986078	78188.75213838811	46551.60640730811	6132.948240945435	32726.554308557206	17031.875637818626	13070.492138591002
K00042	garR, glxR; 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]	21198.386516084563	19459.649794002093	3605.908615035615	10326.870254358631	3530.0214331148427	2340.968571069203	2696.357802013007	9148.043196792856	1934.2569723062056
K00045	E1.1.1.67, mtlK; mannitol 2-dehydrogenase [EC:1.1.1.67]	3396.5375704138837	34589.101432363605	1.4166753391828175	5453.738681463455	1.8044334332554788	594.5834012961678	3028.284399957984	771.2782826546255	879.0517918778187
K00046	idnO; gluconate 5-dehydrogenase [EC:1.1.1.69]	91275.00592767751	156300.93903112426	49802.33785706428	93276.39958537005	51737.357850738204	15895.853589449243	74219.9406430596	29868.23301679832	36751.82248424972
