Unnamed: 0	description	S210421121673	S210421121674	S210421121675	S210421121676	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681
EC:1.1.1.1	Alcohol dehydrogenase	135291.37009746267	251361.7301878045	83768.83214796218	196985.7872287709	85094.70683366252	46810.93474237549	106032.27379649074	110948.95381348464	69982.77189879288
EC:1.1.1.10	L-xylulose reductase	0.0084399852370945	0.4351270757408231	0.002129056205093	3.740145263584264	7.005921674389068e-08	0.0033062601039208	0.0028177902062626	23.270729820691983	0.0060416735032724
EC:1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	254745.0856366514	391344.3129221047	166327.08001818857	333298.6572423462	166491.1584546686	62108.733168997256	195036.35145351492	171658.81598540564	109737.06944081592
EC:1.1.1.101	Acylglycerone-phosphate reductase	1.9512041494101082e-29	1.1030991458908e-28	2.300586297545369e-29	1.5736100202221972e-28	1.0142087878217248e-29	2.262144703701131e-29	1.0142087878217248e-29	2.918667511620296e-28	1.9977408900858786e-28
EC:1.1.1.102	3-dehydrosphinganine reductase	0.1078085592714308	0.2840974088541614	0.0955030018318129	2862.1990974521877	0.0275399553931982	0.2930635093411807	0.0945704258373816	1.901837524172569	1.4478829171288328
EC:1.1.1.103	L-threonine 3-dehydrogenase	26566.857806666925	40859.82940241994	13249.980302915465	17369.27066623693	11864.723523890229	1549.1546423956156	10617.861570375524	12525.789995044488	2234.847899964934
EC:1.1.1.107	Pyridoxal 4-dehydrogenase	100.22086876888837	10.605320294079888	3.804576768884132	450.2479428273826	1.5829018183058683	44.88762435614725	14.179168617348129	131.83480035483106	40.25707549975699
EC:1.1.1.108	Carnitine 3-dehydrogenase	1741.7641570999767	302.1219396900247	435.42701803113937	4097.484883872185	267.33979454425975	205.3471038497865	190.11933625606585	2810.527539661155	190.84811809713392
EC:1.1.1.11	D-arabinitol 4-dehydrogenase	9.330576380941078	38.25111256629552	19.421225979275988	157.11231773546083	5.091338546965293	0.0002449211854219	6.250170695030708	24.50252618495536	5.001611386296401
EC:1.1.1.122	D-threo-aldose 1-dehydrogenase	212.7278169665697	199.77273157849712	300.68594370076323	190.15855137466716	345.06480305780497	23.78257191491004	35.42074919217875	127.04289297047342	48.7396205578878
EC:1.1.1.125	2-deoxy-D-gluconate 3-dehydrogenase	14186.623684713231	6462.577935593118	1651.7399657140863	8432.365677389434	1466.3290184939287	1670.1371530188858	1992.0896123576165	11345.609505259632	1632.9053535161302
EC:1.1.1.130	3-dehydro-L-gulonate 2-dehydrogenase	10680.708434034495	3340.4268546986464	967.467636761437	1592.978721406958	861.7603593174558	148.572050890249	127.43856308195984	2164.826388205482	182.86553360027904
EC:1.1.1.132	GDP-mannose 6-dehydrogenase	2128.777201479256	22012.99270726417	1.7533066252203162	3500.8727013564494	0.0528652588712256	371.6971134834138	1900.2334722668784	2005.845914283882	546.616293806276
EC:1.1.1.133	dTDP-4-dehydrorhamnose reductase	177192.42841477232	401963.44686563406	126533.05939232552	244977.50115981675	130713.42716783068	41412.205250690015	192249.0378903018	67571.08526076729	99204.09775604554
EC:1.1.1.136	UDP-N-acetylglucosamine 6-dehydrogenase	5758.532351039068	663.5113148494663	536.6523149682669	2355.4868982034723	392.7718568751677	348.8712172485617	734.4295187803422	3158.044463778286	425.0452786016021
EC:1.1.1.137	Ribitol-5-phosphate 2-dehydrogenase	568.2688672010242	475.9336210132672	385.4460717805594	1459.6427499122365	329.78001128854106	148.7803821899405	279.68237038316136	1649.0321112775764	311.8450832201988
