sample-id,absolute-filepath,direction
210421121682,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121682-1-1-1_S84_L001_R1_001.fastq,forward
210421121682,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121682-1-1-1_S84_L001_R2_001.fastq,reverse
210421121683,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121683-1-1-1_S86_L001_R1_001.fastq,forward
210421121683,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121683-1-1-1_S86_L001_R2_001.fastq,reverse
210421121684,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121684-1-1-1_S88_L001_R1_001.fastq,forward
210421121684,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121684-1-1-1_S88_L001_R2_001.fastq,reverse
210421121688,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121688-1-1-1_S96_L001_R1_001.fastq,forward
210421121688,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121688-1-1-1_S96_L001_R2_001.fastq,reverse
210421121689,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121689-1-1-1_S97_L001_R1_001.fastq,forward
210421121689,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121689-1-1-1_S97_L001_R2_001.fastq,reverse
210421121690,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121690-1-1-1_S99_L001_R1_001.fastq,forward
210421121690,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121690-1-1-1_S99_L001_R2_001.fastq,reverse
210421121694,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121694-1-1-1_S107_L001_R1_001.fastq,forward
210421121694,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121694-1-1-1_S107_L001_R2_001.fastq,reverse
210421121695,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121695-1-1-1_S109_L001_R1_001.fastq,forward
210421121695,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121695-1-1-1_S109_L001_R2_001.fastq,reverse
210421121696,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121696-1-1-1_S111_L001_R1_001.fastq,forward
210421121696,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121696-1-1-1_S111_L001_R2_001.fastq,reverse
210421121697,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121697-1-1-1_S98_L001_R1_001.fastq,forward
210421121697,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121697-1-1-1_S98_L001_R2_001.fastq,reverse
210421121698,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121698-1-1-1_S100_L001_R1_001.fastq,forward
210421121698,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121698-1-1-1_S100_L001_R2_001.fastq,reverse
210421121699,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121699-1-1-1_S102_L001_R1_001.fastq,forward
210421121699,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121699-1-1-1_S102_L001_R2_001.fastq,reverse
210421121700,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121700-1-1-1_S104_L001_R1_001.fastq,forward
210421121700,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121700-1-1-1_S104_L001_R2_001.fastq,reverse
210421121701,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121701-1-1-1_S106_L001_R1_001.fastq,forward
210421121701,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121701-1-1-1_S106_L001_R2_001.fastq,reverse
210421121702,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121702-1-1-1_S108_L001_R1_001.fastq,forward
210421121702,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121702-1-1-1_S108_L001_R2_001.fastq,reverse
