sample-id,absolute-filepath,direction
210421121688,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121688-1-1-1_S96_L001_R1_001.fastq,forward
210421121688,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121688-1-1-1_S96_L001_R2_001.fastq,reverse
210421121689,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121689-1-1-1_S97_L001_R1_001.fastq,forward
210421121689,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121689-1-1-1_S97_L001_R2_001.fastq,reverse
210421121690,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121690-1-1-1_S99_L001_R1_001.fastq,forward
210421121690,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121690-1-1-1_S99_L001_R2_001.fastq,reverse
210421121691,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121691-1-1-1_S101_L001_R1_001.fastq,forward
210421121691,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121691-1-1-1_S101_L001_R2_001.fastq,reverse
210421121692,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121692-1-1-1_S103_L001_R1_001.fastq,forward
210421121692,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121692-1-1-1_S103_L001_R2_001.fastq,reverse
210421121693,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121693-1-1-1_S105_L001_R1_001.fastq,forward
210421121693,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121693-1-1-1_S105_L001_R2_001.fastq,reverse
210421121698,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121698-1-1-1_S100_L001_R1_001.fastq,forward
210421121698,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121698-1-1-1_S100_L001_R2_001.fastq,reverse
210421121699,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121699-1-1-1_S102_L001_R1_001.fastq,forward
210421121699,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121699-1-1-1_S102_L001_R2_001.fastq,reverse
210421121700,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121700-1-1-1_S104_L001_R1_001.fastq,forward
210421121700,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121700-1-1-1_S104_L001_R2_001.fastq,reverse
210421121701,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121701-1-1-1_S106_L001_R1_001.fastq,forward
210421121701,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121701-1-1-1_S106_L001_R2_001.fastq,reverse
210421121702,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121702-1-1-1_S108_L001_R1_001.fastq,forward
210421121702,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121702-1-1-1_S108_L001_R2_001.fastq,reverse
210421121707,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121707-1-1-1_S117_L001_R1_001.fastq,forward
210421121707,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121707-1-1-1_S117_L001_R2_001.fastq,reverse
210421121708,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121708-1-1-1_S119_L001_R1_001.fastq,forward
210421121708,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121708-1-1-1_S119_L001_R2_001.fastq,reverse
210421121709,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121709-1-1-1_S121_L001_R1_001.fastq,forward
210421121709,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121709-1-1-1_S121_L001_R2_001.fastq,reverse
210421121710,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121710-1-1-1_S123_L001_R1_001.fastq,forward
210421121710,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121710-1-1-1_S123_L001_R2_001.fastq,reverse
