Unnamed: 0	description	210421121688	210421121689	210421121690	210421121691	210421121692	210421121693	210421121698	210421121699	210421121700	210421121701	210421121702	210421121707	210421121708	210421121709	210421121710
K00001	E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]	27691.50997550672	8795.353217727481	8986.372874835306	41235.81235466332	9207.413199699742	12465.4977392717	1168.6160086403606	5913.179019765137	2862.8530348409918	4376.211497594612	1125.2038913590943	13346.539781638923	5049.119103438283	7955.778940996277	965.4724107269312
K00002	AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	1337.2544525626572	488.8109813023667	585.8262796363381	2505.8765647867904	760.5185420636806	828.3545002548685	109.04138977875976	354.80048903990365	349.0400641334097	109.22707441597323	40.72968837887806	1642.944523691283	188.01092457279483	454.3635500859179	46.511097525211184
K00003	E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]	43686.28371898962	210733.4339100789	98861.67951333337	71076.63213302418	49799.277825207806	132601.59823673376	14154.083386920454	7902.271792904518	6920.598717231899	106880.51316144654	1143.8161923828272	29377.48288606561	5185.282660743649	14838.226687923134	1771.324788951383
K00004	BDH, butB; (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]	14163.80895804918	5393.74665635631	5725.663441153472	15919.186406720732	8512.640993112744	7608.609662961329	1129.556376234826	2840.9916857498324	3144.4935469227453	1885.260493400262	344.3234490981837	10486.863453256094	1690.4082653768696	2958.221290645881	131.70672052686876
K00005	gldA; glycerol dehydrogenase [EC:1.1.1.6]	20455.250561128956	110543.0404737504	51875.70019189223	39603.60315357552	26419.548954303267	69255.87758723999	7531.181507631021	2605.98905037061	3578.4342318871822	55557.898590600606	783.5232536797805	16486.24581546845	2524.336453129048	5817.379502277716	782.7089595432413
K00006	GPD1; glycerol-3-phosphate dehydrogenase (NAD+) [EC:1.1.1.8]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.004900595947534	0.0	0.0	0.0	0.0
K00007	dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]	38.00581573636336	228.0033360056539	75.67388317375482	31.75958565513933	31.25469083610564	78.25780993254004	31.670605288313823	682.0006066035847	50.001053058594	334.7540871321262	0.0002904225655744	155.67454936095965	77.25052286230319	39.79280122520122	36.33042618117573
K00008	SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]	54233.38698565865	30751.5505956637	32687.30981673692	117922.64428280646	35867.04096699879	43461.26183393324	4163.906830964297	12503.985035032145	10580.321451670354	8921.182701719245	2233.2015534258467	50089.30155401469	8334.343849797984	19970.293688217575	2270.0074879289687
K00009	mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	9969.768298355237	51946.84753617516	22842.334017980156	14838.395300192042	12729.03388113892	34524.799908125075	3908.9836173693952	1343.1324975324103	1075.9551052805668	28465.862637046605	349.29743453620745	5310.89763156974	870.6470577943035	597.2479291846371	56.90952941515063
