Unnamed: 0	description	S210421121688	S210421121689	S210421121690	S210421121691	S210421121692	S210421121693	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702	S210421121707	S210421121708	S210421121709	S210421121710	HSD-NC	HSD-NR	Total
EC:1.1.1.1	Alcohol dehydrogenase	61245.74407433215	110832.082039527	70179.95849777022	95464.0444916971	39330.37276018094	80273.94400551535	7831.602823162665	12271.196951640315	11791.711828317471	44087.70686997798	2246.388450788133	43748.93271302775	10081.171134548087	23303.0584587696	2746.063148894937	320486.39153551596	294947.5867126337	615433.9782481496
EC:1.1.1.10	L-xylulose reductase	0.0148902246004153	0.085222318764485	0.0218003655076907	5.081506224796744	0.0034969879241182	0.0012141120829383	0.1669836991922708	0.5451497218622251	0.1060329994081716	8.616978985366372e-05	0.0	5.355871034039747	0.0001746367458594	2.1533873567289983	0.393026041117553	0.940165499125112	12.988676393435957	13.928841892561069
EC:1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	107265.66042758273	194213.16505027816	116998.22957188208	197495.70090290235	72366.66296621652	139702.32487564225	13835.01095460319	25928.656485891966	25597.76636633972	83986.25424860514	4059.054422030763	84049.26700507064	17461.72742573968	48262.411616627	5509.753271890859	571883.7975272137	564847.8480640892	1136731.6455913028
EC:1.1.1.101	Acylglycerone-phosphate reductase	7.339381072792893e-28	3.6727738118683724e-28	4.4549113406625355e-28	1.2446811678236796e-27	5.735500170422173e-28	9.239531001507847e-28	6.554797713322675e-29	6.78852497976398e-29	1.061372211714713e-28	4.838363100394342e-28	0.0	5.634079231591393e-28	3.432869225856672e-29	3.386749827746378e-28	4.837319675097729e-29	2.2701133806741524e-27	3.7269690799600036e-27	5.9970824606341556e-27
EC:1.1.1.102	3-dehydrosphinganine reductase	1.9773876346898864	0.9799486459603588	1.654907488936891	3.9527438275543134	1.6488642270400118	2.88681429800976	0.4888619273203177	0.8852511561723216	2.922239851953452	11.470521530085252	0.0804271557007129	4.455463963698542	0.6905507566801286	1.3523694342099637	1.197686434204293	20.45954539081919	16.18449294139701	36.6440383322162
EC:1.1.1.103	L-threonine 3-dehydrogenase	7571.344711367656	3709.3992317607335	4128.04631111354	19795.613598093285	4240.681003654792	5406.456284938691	368.5591004463628	1240.0161962246668	1208.9318210996432	1428.675636864264	315.99576710285874	5695.024391758114	1123.1401323356242	2222.5923193866784	296.4555498070617	19970.968775979723	38779.96327997425	58750.93205595397
EC:1.1.1.105	All-trans-retinol dehydrogenase (NAD(+))	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2103696995896241	0.0	0.0	0.0	0.0	0.2103696995896241	0.0	0.2103696995896241
EC:1.1.1.107	Pyridoxal 4-dehydrogenase	859.0546153307793	389.861554495478	524.6680078307088	282.30413008737446	676.9919073874267	272.17053976245273	17.8990317106722	290.7843010746907	184.73125904044497	113.41823537302076	8.511211055165296	703.900427150123	127.43555790851576	234.9506166454688	19.343179504413367	2388.9282159109603	2317.096358445775	4706.024574356736
EC:1.1.1.108	Carnitine 3-dehydrogenase	427.9364778476176	306.2133453156649	303.0812715111771	762.4297467860719	390.64528738310827	388.2184365312168	39.11576506397	185.7312164265292	173.02071871579858	149.41024701679856	59.797515208712746	802.9053863713694	196.0863406759161	176.52896687800074	28.37470192081149	1644.3065571062687	2745.1888665464944	4389.495423652763
EC:1.1.1.11	D-arabinitol 4-dehydrogenase	37.5056264414313	221.17318998412333	72.00376949691257	31.259361126641124	29.504502854763697	74.25734090784152	30.33058255827557	658.0005802396236	50.67101129578148	327.003774972088	0.0002864041503156	153.0043543551544	76.75050576041671	38.25267384787819	33.670413328833625	1396.688821392386	436.69915218152926	1833.3879735739151
