Unnamed: 0	description	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681	S210421121685	S210421121686	S210421121687	S210421121703	S210421121704	S210421121705	S210421121706
K00001	E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]	77947.89738765196	30068.31598191308	86070.7340287946	55572.83719232651	54718.76997684507	46904.787436644685	17915.16775448067	36587.54498252503	8917.787715883878	3046.649335602416	80055.29411987809	76620.72699458123
K00002	AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	100.61078719996416	30.94394729570114	41.68847494019317	225.2258257010381	26.174663676104327	1429.6327132401166	366.0132390505764	556.747630579064	568.1711937142584	13.398771670082102	3405.633213367728	3033.208334246011
K00003	E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]	16470.15052319512	9917.723125418388	20782.001011147266	40933.60348155578	10114.646924242736	44172.985157751245	10485.148346694054	26258.670071015255	10213.481698967698	1916.778828423401	47545.80969681626	78477.69748586585
K00004	BDH, butB; (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]	174.83150334753518	639.2225135232773	356.97043938724426	3449.3129538486205	720.3738268890634	7968.942245725784	2623.85992674826	4041.393918875624	5060.779737531477	208.18499296104204	8266.651406132161	28046.53858286859
K00005	gldA; glycerol dehydrogenase [EC:1.1.1.6]	3918.22039951	3294.9863609654126	3453.0112421311496	27041.144582513312	3611.9016682236384	32378.440661942983	5795.351363627222	9501.778206784402	4687.823326466323	325.0927972068966	25214.998591473035	39383.58380601205
K00007	dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]	5.091338546967458	0.00024492119025	6.250170695032873	24.50252618501765	5.00161138633904	3.500961467584803	7.827925038568804e-05	0.0013654246665205	228.00141620613837	2.5554609536353357e-05	24.87105073225609	167.25248315681117
K00008	SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]	33960.776243654225	8554.736340463782	47690.66757737205	74933.44633098599	15055.762733960666	85258.47386370186	22363.408189145583	22075.50197196596	18802.479211814447	1235.437309949128	132481.8800823155	114038.01851519042
K00009	mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	2736.794938806451	4041.029572820136	4758.594600752587	18294.840566140185	3639.861073999251	9956.156302751147	2487.827591189681	14334.750903904547	4724.267225596257	1169.7292834352882	8738.549799977038	18423.955310196383
K00010	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	18345.14272511096	2110.571544781016	14877.523515699351	14195.746718627248	3144.7044565440838	20704.22996539966	5345.377387233952	7140.975701849422	6266.488674931912	640.9987976806001	33530.00980630004	61080.01456828263
K00011	AKR1B; aldehyde reductase [EC:1.1.1.21]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	273.1949485814678	50.23564502694587
K00012	UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]	152302.3337485286	46224.96262084882	193881.6442854865	75512.2432463506	99077.74042640174	55753.12038826494	22289.8758696808	36349.21771327716	7733.466027938193	2906.3849322610213	160952.94438105586	82017.70439025828
K00013	hisD; histidinol dehydrogenase [EC:1.1.1.23]	76492.8357679862	22045.66926013278	96202.10080766826	58753.743470901725	50740.04239768932	67141.87476778674	18435.14273243964	15070.226947911997	6849.601999992112	899.72753605239	99730.9587604575	100891.54714548028
K00014	aroE; shikimate dehydrogenase [EC:1.1.1.25]	95042.23838824355	25255.953061042823	110901.4105552784	77816.71085908962	56916.8039441636	78538.3213686849	22983.91561798459	20496.68874497824	8395.22228740336	1206.9370466705973	132422.36696368916	115798.71697589727
K00015	gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]	98.47191873128516	50.710683640254494	102.57392027606252	683.0059501731719	78.19759402892156	576.5833712553549	58.03450732892554	180.81091736703533	219.5558905093665	2.4488182895556223	16059.562245561783	373.91856068999687
K00016	LDH, ldh; L-lactate dehydrogenase [EC:1.1.1.27]	9487.26432204488	16415.885098355157	15012.68445238373	54869.441566399706	13866.099406470716	46308.57294350761	11133.61083108692	36131.18901737142	12035.437239062305	3044.635076757601	58768.011881563536	70549.73282108849
K00018	hprA; glycerate dehydrogenase [EC:1.1.1.29]	65366.48872924596	20577.4449904871	85532.55340330156	48185.731222621456	47446.78205552457	46523.15873709154	15233.912363388295	11537.63223361766	3492.5246374606213	679.5732437602085	137213.34310218375	78594.03754149156
K00019	E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]	65.76278330237722	116.9497838798325	350.7991427131522	1434.272955497298	160.14329280691555	1711.540441425861	411.8101091988451	263.96278100820786	537.2435041085298	9.07184705768232	827.1114129433142	2337.943261913096
K00020	mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	12430.438726916202	2971.770535729264	2074.328512587369	8261.367402051786	2165.811745798529	10544.516979551978	2200.0492526350545	2190.8682079856726	2718.0863722281683	152.2849685576955	39017.64312090549	23231.72300770178
K00021	HMGCR; hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]	0.0233155909053285	0.2240643962952797	0.1792060494483555	2.5837412934613737	1.1671682209381855	0.8553645617940476	0.021540535630643	1.2989715064204883	1.620080513189853	0.0	9.429705083039591	57.18642229647006
K00022	HADH; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	0.0061215098258164	0.0136537379654013	0.0061215098258164	0.1761634494318289	0.1205786287295079	0.0614597178033484	0.0056554689543036	0.1055141724503382	0.0919045789510696	0.0	0.0522847475040413	0.1770462907505549
