Unnamed: 0	description	S210421121673	S210421121674	S210421121675	S210421121676	S210421121682	S210421121683	S210421121684	S210421121694	S210421121695	S210421121696	S210421121697
EC:1.1.1.1	Alcohol dehydrogenase	136385.92191479163	255361.0843824873	85994.83378822418	200033.14107785028	65463.24672546304	78310.81510804317	144109.17560559872	41090.21145795308	130831.50044107206	41871.63506078355	25286.74058896611
EC:1.1.1.10	L-xylulose reductase	0.0084399853247958	0.435127075737953	0.0021290561486202	3.740145263416734	0.0526213466061567	0.0377967486636656	0.0319544263403689	4.492303599055727	0.0053619601817247	0.0283978853443492	0.0021258189227665
EC:1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	255136.2462500576	392772.6977622565	167122.09817085913	334387.1126556244	134902.8464544958	148272.8707889759	227578.5560124453	68459.34104934798	192173.93920435704	76241.04045035332	37580.776866625325
EC:1.1.1.101	Acylglycerone-phosphate reductase	1.9512052451751026e-29	1.1030996276792414e-28	2.300586728649919e-29	1.57361074911363e-28	3.5121694413151836e-29	1.5577506850886771e-28	3.745896700630277e-29	4.721298270831804e-28	1.015924175768524e-28	9.528526363896388e-29	1.3570974801574094e-28
EC:1.1.1.102	3-dehydrosphinganine reductase	0.1078085124219162	0.2840973250155447	0.0955029670897933	2862.199097328407	0.2172907990946151	0.7320750072324865	0.1017164687456548	7.553345903355282	0.7858251974553795	0.5890590726722104	0.5676281532681045
EC:1.1.1.103	L-threonine 3-dehydrogenase	26566.96809769854	40859.8324907383	13249.985057325766	17369.29666530634	11249.696544216808	6321.016800374487	7762.074026333893	4904.13718179661	10491.601209713164	6594.188280574818	3401.4540814421466
EC:1.1.1.105	All-trans-retinol dehydrogenase (NAD(+))	0.0	0.0	0.0	0.0	0.0	7.744959133899923e-12	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.107	Pyridoxal 4-dehydrogenase	100.22037608376748	10.605269583747148	3.804549885104004	450.2458061713109	57.32846515481745	347.4481306721155	303.6341284710896	729.5265263956314	262.1408361614757	292.9148116820305	115.12962364466055
EC:1.1.1.108	Carnitine 3-dehydrogenase	1741.7884316868758	302.1223481257693	435.4330498197948	4097.510035068433	1216.2257886985542	647.6713781391992	312.5870491826039	343.33910490881993	1897.432329419116	620.4588534245154	207.58294966111384
EC:1.1.1.11	D-arabinitol 4-dehydrogenase	9.330576381021512	38.251112566649056	19.42122597930756	157.11231773599573	4.00028903716045	13.331311545404583	14.25034385534981	383.2537332990573	61.000966468021154	171.50092683416085	76.00122997831518
EC:1.1.1.122	D-threo-aldose 1-dehydrogenase	212.72821426731304	199.775650016766	300.68598339186764	190.1593170616653	202.1543074244916	1009.4471765581608	456.8791006664874	1774.2381764343768	544.989914082206	1032.016434559756	725.9297235761604
